Tipo esercizio storico pubblico esercizio;Insegna;Indirizzo;Tipo via;Nome via;Civico;Codice via;ZD;Forma commercio;Forma commercio precedente;Forma vendita;Settore storico pubblico esercizio;Superficie somministrazione;Tipo_macro;Forma vendita_filled;is_outlier_superficie
bar caffè;unknown;pza della trivulziana n. 4 (z.d. 9);pza;della trivulziana;4;1765;9;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;41.0;BAR;non dichiarata;False
bar caffè;unknown;pza della trivulziana n. 5 (z.d. 9);pza;della trivulziana;5;1765;9;solo somministrazione;somministrazione;al banco;"bar caffè e simili;bar gastronomici e simili";70.0;BAR;non dichiarata;False
bar caffè;unknown;pza del tricolore n. 4 (z.d. 1);pza;del tricolore;4;3047;1;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;52.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza dergano n. 2 (z.d. 9);pza;dergano;2;1500;9;solo somministrazione;somministrazione;al banco;"bar caffè;tavola fredda;wine,birr.,pub enot.,caff.,the;genere merceol.autorizz.sanit.;bar caffè e simili;cibi cotti preconfezionati";31.0;BAR;non dichiarata;False
bar caffè;unknown;pza dergano n. 2 (z.d. 9);pza;dergano;2;1500;9;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;42.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza dergano n. 3 (z.d. 9);pza;dergano;3;1500;9;solo somministrazione;somministrazione;al banco;somministrazione di alimenti e bevande;44.0;BAR;non dichiarata;False
ristorante, trattoria, osteria;unknown;pza durante francesco n. 36 (z.d. 3);pza;durante francesco;36;2277;3;solo somministrazione;somministrazione;al tavolo;ristorante, trattoria, osteria;69.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza erculea n. 5 (z.d. 1);pza;erculea;5;409;1;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;37.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza gasparri pietro n. 4 (z.d. 9);pza;gasparri pietro;4;1647;9;solo somministrazione;somministrazione;al banco;bar caffè e simili;69.0;BAR;non dichiarata;False
bar caffè;unknown;pza gasparri pietro n. 4 (z.d. 9);pza;gasparri pietro;4;1647;9;solo somministrazione;somministrazione;al banco;"tavola fredda;genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati;bar caffè e simili;bar caffè";104.0;BAR;non dichiarata;False
bar caffè;unknown;pza gerusalemme n. 12 (z.d. 8);pza;gerusalemme;12;7201;8;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;tavola fredda;bar caffè;genere merceol.autorizz.sanit.";208.0;BAR;non dichiarata;False
bar caffè;unknown;pza ghirlandaio domenico n. 7 (z.d. 7);pza;ghirlandaio domenico;7;6598;7;solo somministrazione;somministrazione;al tavolo;"bar caffè;ristorante, trattoria, osteria;ristorante;bar gastronomici e simili;genere merceol.autorizz.sanit.";37.0;RISTORANTE;non dichiarata;False
bar pasticc.gelat.crem.creper.;unknown;pza gramsci antonio n. 10 (z.d. 8);pza;gramsci antonio;10;7205;8;solo somministrazione;somministrazione;al banco;bar pasticc.gelat.crem.creper.;15.0;BAR;non dichiarata;False
bar caffè;unknown;pza gramsci antonio n. 14 (z.d. 8);pza;gramsci antonio;14;7205;8;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè;cibi cotti preconfezionati;genere merceol.autorizz.sanit.";90.0;BAR;non dichiarata;False
bar caffè;unknown;pza guardi francesco n. 15 (z.d. 3);pza;guardi francesco;15;3312;3;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;60.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;"pza imperatore tito n. 1 angolo via lattanzio; (z.d. 4)";pza;imperatore tito;1;3216;4;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè e simili;bar caffè;tavola fredda";52.0;BAR;non dichiarata;False
bar caffè;unknown;pza lega lombarda n. 1 (z.d. 1);pza;lega lombarda;1;7084;1;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;87.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;"pza luigi di savoia n. 20 c/o starhotels anderson; (z.d. 2)";pza;luigi di savoia;20;2260;2;solo somministrazione;somministrazione;al tavolo;"ristorante;bar caffè;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria";119.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;vle delle rimembranze di greco n. 55 (z.d. 2);vle;delle rimembranze di greco;55;1412;2;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;293.0;BAR;non dichiarata;False
bar caffè;unknown;via ponte seveso n. 44 (z.d. 2);via;ponte seveso;44;1203;2;solo somministrazione;somministrazione;al banco;"tav.calde,self service,fast f.;bar caffè e simili";105.0;BAR;non dichiarata;False
bar caffè;unknown;pza melozzo da forli' n. 5 (z.d. 7);pza;melozzo da forli';5;6619;7;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar caffè;tavola fredda";70.0;BAR;non dichiarata;False
bar caffè;unknown;"pza minniti tito n. 3 e civico 5; (z.d. 9)";pza;minniti tito;3;1133;9;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;bar caffè e simili;bar gastronomici e simili";56.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza monte falterona n. 1 (z.d. 7);pza;monte falterona;1;6558;7;solo somministrazione;somministrazione;al banco;;62.2;ALTRO;non dichiarata;False
spaccio bevande analcoliche;unknown;pza monte falterona n. 1 (z.d. 7);pza;monte falterona;1;6558;7;solo somministrazione;somministrazione;al banco;spaccio bevande analcoliche;62.2;BAR;non dichiarata;False
bar caffè;unknown;pza monte falterona n. 6 (z.d. 7);pza;monte falterona;6;6558;7;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;80.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza napoli n. 19 (z.d. 6);pza;napoli;19;5131;6;solo somministrazione;somministrazione;al banco;bar caffè e simili;39.0;BAR;non dichiarata;False
bar caffè;unknown;pza oberdan guglielmo n. 2 (z.d. 1);pza;oberdan guglielmo;2;2108;1;solo somministrazione;somministrazione;al banco;bar caffè e simili;40.0;BAR;non dichiarata;False
bar pasticc.gelat.crem.creper.;unknown;pza po' n. 10 (z.d. 7);pza;po';10;6234;7;solo somministrazione;somministrazione;al banco;bar pasticc.gelat.crem.creper.;30.0;BAR;non dichiarata;False
bar caffè;unknown;pza prealpi n. 3 (z.d. 8);pza;prealpi;3;7300;8;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;90.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza risorgimento n. 5 (z.d. 3);pza;risorgimento;5;3117;3;solo somministrazione;somministrazione;al banco;bar caffè e simili;31.0;BAR;non dichiarata;False
bar pasticc.gelat.crem.creper.;unknown;pza santa francesca romana n. 1 (z.d. 3);pza;santa francesca romana;1;2183;3;solo somministrazione;somministrazione;al banco;bar pasticc.gelat.crem.creper.;29.0;BAR;non dichiarata;False
bar caffè;unknown;pza sant' alessandro n. 3 (z.d. 1);pza;sant' alessandro;3;530;1;solo somministrazione;somministrazione;al banco;"bar caffè;tavola fredda;bar gastronomici e simili";56.0;BAR;non dichiarata;False
bar caffè;unknown;pza santa maria beltrade n. 1 (z.d. 1);pza;santa maria beltrade;1;514;1;solo somministrazione;somministrazione;al banco;"bar caffè;bar caffè e simili;tavola fredda;genere merceol.autorizz.sanit.";110.0;BAR;non dichiarata;False
bar caffè;unknown;pza sant' eufemia n. 1 (z.d. 1);pza;sant' eufemia;1;406;1;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;35.0;BAR;non dichiarata;False
bar caffè;unknown;pza sant' eustorgio n. 4 (z.d. 1);pza;sant' eustorgio;4;5186;1;solo somministrazione;somministrazione;al tavolo;"bar pasticc.gelat.crem.creper.;bar gastronomici e simili;ristorante, trattoria, osteria";45.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza sei febbraio n. 16 (z.d. 8);pza;sei febbraio;16;6358;8;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;43.5;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza sempione n. 5 (z.d. 1);pza;sempione;5;7111;1;solo somministrazione;somministrazione;al banco;"cibi cotti preconfezionati;bar caffè;tavola fredda";27.0;BAR;non dichiarata;False
bar caffè;unknown;"pza sempione num.002/a ; (z.d. 1)";pza;sempione;2;7111;1;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;76.2;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;pza tirana n. 12 int. angolo via gonin francesco (z.d. 6);pza;tirana;12;5378;6;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;31.0;GASTRONOMIA;non dichiarata;False
ristorante;unknown;pza velasca n. 4 (z.d. 1);pza;velasca;4;335;1;solo somministrazione;somministrazione;al tavolo;"ristorante;genere merceol.autorizz.sanit.;bar caffè;ristorante, trattoria, osteria";432.0;RISTORANTE;non dichiarata;True
bar pasticc.gelat.crem.creper.;unknown;pza venticinque aprile n. 7 (z.d. 9);pza;venticinque aprile;7;1064;9;solo somministrazione;somministrazione;al banco;bar pasticc.gelat.crem.creper.;23.0;BAR;non dichiarata;False
bar caffè;unknown;pza ventiquattro maggio n. 10 (z.d. 5);pza;ventiquattro maggio;10;5200;5;solo somministrazione;somministrazione;al tavolo;"bar pasticc.gelat.crem.creper.;bar caffè e simili;bar gastronomici e simili;ristorante, trattoria, osteria";80.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza ventiquattro maggio n. 10 (z.d. 5);pza;ventiquattro maggio;10;5200;5;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;bar caffè e simili";48.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza ventiquattro maggio n. 8 (z.d. 5);pza;ventiquattro maggio;8;5200;5;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;45.0;BAR;non dichiarata;False
bar caffè;unknown;pza ventiquattro maggio n. 8 (z.d. 5);pza;ventiquattro maggio;8;5200;5;solo somministrazione;somministrazione;al tavolo;"bar gastronomici e simili;bar caffè e simili;ristorante, trattoria, osteria";156.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;pza vesuvio n. 14 (z.d. 7);pza;vesuvio;14;6110;7;solo somministrazione;somministrazione;al banco;"tavola fredda;cibi cotti preconfezionati;bar gastronomici e simili;bar caffè";38.0;BAR;non dichiarata;False
bar caffè;unknown;pza vigili del fuoco n. 7 (z.d. 3);pza;vigili del fuoco;7;2710;3;solo somministrazione;somministrazione;al banco;"bar caffè;gelateria;bar pasticc.gelat.crem.creper.";35.0;BAR;non dichiarata;False
wine,birr.,pub enot.,caff.,the;unknown;rip di pta ticinese n. 17 (z.d. 6);rip;di pta ticinese;17;5150;6;solo somministrazione;somministrazione;al banco;wine,birr.,pub enot.,caff.,the;16.0;BAR;non dichiarata;False
bar caffè;unknown;rip di pta ticinese n. 27 (z.d. 6);rip;di pta ticinese;27;5150;6;solo somministrazione;somministrazione;al tavolo;"bar caffè;genere merceol.autorizz.sanit.;trattoria;bar caffè e simili;ristorante, trattoria, osteria";38.0;RISTORANTE;non dichiarata;False
ristorante, trattoria, osteria;unknown;rip di pta ticinese n. 37 (z.d. 6);rip;di pta ticinese;37;5150;6;solo somministrazione;somministrazione;al tavolo;ristorante, trattoria, osteria;38.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;rip di pta ticinese n. 49 (z.d. 6);rip;di pta ticinese;49;5150;6;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;18.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;rip di pta ticinese n. 53 (z.d. 6);rip;di pta ticinese;53;5150;6;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;77.0;GASTRONOMIA;non dichiarata;False
wine,birr.,pub enot.,caff.,the;unknown;rip di pta ticinese n. 61 (z.d. 6);rip;di pta ticinese;61;5150;6;solo somministrazione;somministrazione;al banco;wine,birr.,pub enot.,caff.,the;57.0;BAR;non dichiarata;False
ristorante, trattoria, osteria;unknown;rip di pta ticinese n. 79 (z.d. 6);rip;di pta ticinese;79;5150;6;solo somministrazione;somministrazione;al tavolo;"bar caffè e simili;ristorante, trattoria, osteria";180.0;RISTORANTE;non dichiarata;False
pizzerie e simili;unknown;rip di pta ticinese n. 79 (z.d. 6);rip;di pta ticinese;79;5150;6;solo somministrazione;somministrazione;misto;pizzerie e simili;317.0;PIZZERIA;non dichiarata;False
bar caffè;unknown;"rip di pta ticinese n. 9 ; isolato:074; (z.d. 6)";rip;di pta ticinese;9;5150;6;solo somministrazione;somministrazione;al banco;"bar caffè;tav.calde,self service,fast f.;genere merceol.autorizz.sanit.;bar gastronomici e simili;bar caffè e simili";62.0;BAR;non dichiarata;False
bar caffè;unknown;via abbazia n. 4 (z.d. 2);via;abbazia;4;1310;2;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;32.0;GASTRONOMIA;non dichiarata;False
ristorante, trattoria, osteria;unknown;via adige n. 17 (z.d. 5);via;adige;17;4216;5;solo somministrazione;somministrazione;al tavolo;ristorante, trattoria, osteria;87.0;RISTORANTE;non dichiarata;False
ristorante, trattoria, osteria;unknown;via adige n. 23 (z.d. 5);via;adige;23;4216;5;solo somministrazione;somministrazione;al tavolo;ristorante, trattoria, osteria;90.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via adriano publio elio n. 110 (z.d. 2);via;adriano publio elio;110;2410;2;solo somministrazione;somministrazione;al tavolo;"ristorante;genere merceol.autorizz.sanit.;ristorante, trattoria, osteria;bar caffè e simili;bar caffè";149.0;RISTORANTE;non dichiarata;False
wine,birr.,pub enot.,caff.,the;unknown;via adriano publio elio n. 94 (z.d. 2);via;adriano publio elio;94;2410;2;solo somministrazione;somministrazione;al banco;wine,birr.,pub enot.,caff.,the;67.0;BAR;non dichiarata;False
bar caffè;unknown;via agnello n. 17 (z.d. 1);via;agnello;17;209;1;solo somministrazione;somministrazione;al tavolo;"pizzeria;bar caffè;ristorante, trattoria, osteria;ristorante;pizzerie e simili";91.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via agnello n. 19 (z.d. 1);via;agnello;19;209;1;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;bar caffè e simili";40.0;BAR;non dichiarata;False
ristorante, trattoria, osteria;unknown;via agnello n. 8 (z.d. 1);via;agnello;8;209;1;solo somministrazione;somministrazione;al tavolo;"bar caffè e simili;ristorante, trattoria, osteria";177.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via agnello n. 8 (z.d. 1);via;agnello;8;209;1;solo somministrazione;somministrazione;al tavolo;"ristorante;pizzerie e simili;bar caffè;ristorante, trattoria, osteria;pizzeria";218.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via agordat n. 25 (z.d. 2);via;agordat;25;2362;2;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;100.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;via ajaccio n. 15 (z.d. 3);via;ajaccio;15;3246;3;solo somministrazione;somministrazione;al banco;"bar caffè;cibi cotti preconfezionati;bar caffè e simili;tavola fredda;genere merceol.autorizz.sanit.";26.0;BAR;non dichiarata;False
bar caffè;unknown;via ajaccio n. 9 (z.d. 3);via;ajaccio;9;3246;3;solo somministrazione;somministrazione;al tavolo;"bar caffè e simili;ristorante;bar caffè;ristorante, trattoria, osteria";88.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via albani francesco n. 71 (z.d. 8);via;albani francesco;71;6399;8;solo somministrazione;somministrazione;al banco;genere merceol.autorizz.sanit.;40.0;GASTRONOMIA;non dichiarata;False
bar caffè;unknown;via alberti leon battista n. 10 (z.d. 8);via;alberti leon battista;10;7167;8;solo somministrazione;somministrazione;al banco;"bar caffè e simili;bar gastronomici e simili;wine,birr.,pub enot.,caff.,the";111.0;BAR;non dichiarata;False
bar caffè;unknown;via albertinelli mariotto n. 9 (z.d. 7);via;albertinelli mariotto;9;6561;7;solo somministrazione;somministrazione;al banco;"tavola fredda;bar gastronomici e simili;bar caffè";87.0;BAR;non dichiarata;False
bar caffè;unknown;via albricci alberico n. 2 (z.d. 1);via;albricci alberico;2;337;1;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;52.0;BAR;non dichiarata;False
bar caffè;unknown;via aleardi aleardo n. 2 (z.d. 8);via;aleardi aleardo;2;7209;8;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;70.0;BAR;non dichiarata;False
bar caffè;unknown;via alserio n. 19 (z.d. 9);via;alserio;19;1153;9;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;cibi cotti preconfezionati;tavola fredda;bar caffè";52.0;BAR;non dichiarata;False
ristorante;unknown;via alserio n. 22 (z.d. 9);via;alserio;22;1153;9;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;ristorante";127.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via alserio n. 3 (z.d. 9);via;alserio;3;1153;9;solo somministrazione;somministrazione;al banco;"bar gastronomici e simili;disco-piano-americ.bar serali;bar caffè e simili";89.0;BAR;non dichiarata;False
bar caffè;unknown;via alserio n. 3 (z.d. 9);via;alserio;3;1153;9;solo somministrazione;somministrazione;al banco;"genere merceol.autorizz.sanit.;bar gastronomici e simili;tavola fredda;cibi cotti preconfezionati;bar caffè";48.0;BAR;non dichiarata;False
bar caffè;unknown;via alserio n. 9 (z.d. 9);via;alserio;9;1153;9;solo somministrazione;somministrazione;al tavolo;"pizzeria;ristorante, trattoria, osteria;genere merceol.autorizz.sanit.;pizzerie e simili;ristorante;bar caffè";274.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via amedeo d'aosta n. 3 (z.d. 3);via;amedeo d'aosta;3;2095;3;solo somministrazione;somministrazione;al banco;bar gastronomici e simili;50.0;BAR;non dichiarata;False
bar caffè;unknown;via amoretti carlo n. 94 (z.d. 9);via;amoretti carlo;94;7340;9;solo somministrazione;somministrazione;al banco;;113.0;ALTRO;non dichiarata;False
bar caffè;unknown;via ampere andrea maria n. 123 (z.d. 3);via;ampere andrea maria;123;2428;3;solo somministrazione;somministrazione;al tavolo;"ristorante, trattoria, osteria;bar caffè;genere merceol.autorizz.sanit.;ristorante;bar caffè e simili";25.0;RISTORANTE;non dichiarata;False
bar caffè;unknown;via andreoli don giuseppe n. 20 (z.d. 9);via;andreoli don giuseppe;20;1467;9;solo somministrazione;somministrazione;al banco;bar caffè;64.85714285714286;BAR;non dichiarata;False
bar caffè;unknown;via andreoli don giuseppe n. 23 (z.d. 9);via;andreoli don giuseppe;23;1467;9;solo somministrazione;somministrazione;al banco;;20.0;ALTRO;non dichiarata;False
bar caffè;unknown;via andreoli don giuseppe n. 27 (z.d. 9);via;andreoli don giuseppe;27;1467;9;solo somministrazione;somministrazione;al tavolo;"bar caffè;bar pasticc.gelat.crem.creper.;ristorante;ristorante, trattoria, osteria;bar caffè e simili";69.0;RISTORANTE;non dichiarata;False
